consecutive_number,state_name,land_use_name,hour_of_crash,atmospheric_conditions_name,body_type_name,number_of_fatalities
260802,Michigan,Urban,21,Clear,Standard Pickup,1
482332,Texas,Urban,20,Clear,4-Door Sedan/Hardtop,1
482332,Texas,Urban,20,Clear,4-Door Sedan/Hardtop,1
480373,Texas,Urban,12,Clear,Standard Pickup,1
480373,Texas,Urban,12,Clear,4-Door Sedan/Hardtop,1
480782,Texas,Urban,8,Clear,2-Door Sedan/Hardtop/Coupe,1
480782,Texas,Urban,8,Clear,Station Wagon (Excluding Van and Truck-Based),1
110021,District of Columbia,Urban,22,Clear,4-Door Sedan/Hardtop,1
110021,District of Columbia,Urban,22,Clear,Transit Bus (City Bus),1
170640,Illinois,Urban,11,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
170640,Illinois,Urban,11,Clear,4-Door Sedan/Hardtop,2
420908,Pennsylvania,Urban,15,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
420908,Pennsylvania,Urban,15,Clear,Minivan,1
50496,Arkansas,Urban,17,Clear,4-Door Sedan/Hardtop,1
50496,Arkansas,Urban,17,Clear,4-Door Sedan/Hardtop,1
421044,Pennsylvania,Urban,7,Clear,4-Door Sedan/Hardtop,1
421044,Pennsylvania,Urban,7,Clear,Motorcycle,1
10802,Alabama,Rural,20,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
10802,Alabama,Rural,20,Clear,Motorcycle,1
130094,Georgia,Urban,9,Clear,4-Door Sedan/Hardtop,3
130094,Georgia,Urban,9,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),3
62490,California,Urban,17,Clear,2-Door Sedan/Hardtop/Coupe,3
62490,California,Urban,17,Clear,4-Door Sedan/Hardtop,3
61380,California,Urban,15,Clear,5-Door/4-Door Hatchback,1
61380,California,Urban,15,Clear,5-Door/4-Door Hatchback,1
170607,Illinois,Urban,16,Clear,Motorcycle,1
170607,Illinois,Urban,16,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
360210,New York,Urban,13,Clear,Motorcycle,1
360210,New York,Urban,13,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
350056,New Mexico,Urban,12,Clear,Motorcycle,1
350056,New Mexico,Urban,12,Clear,Station Wagon (Excluding Van and Truck-Based),1
290364,Missouri,Urban,17,Clear,Off-Road Motorcycle (2-Wheel),1
290364,Missouri,Urban,17,Clear,4-Door Sedan/Hardtop,1
50511,Arkansas,Urban,17,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
50511,Arkansas,Urban,17,Clear,Moped (Motorized Bicycle),1
90170,Connecticut,Urban,13,Clear,Station Wagon (Excluding Van and Truck-Based),1
90170,Connecticut,Urban,13,Clear,4-Door Sedan/Hardtop,1
90170,Connecticut,Urban,13,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
90170,Connecticut,Urban,13,Clear,4-Door Sedan/Hardtop,1
90170,Connecticut,Urban,13,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
280293,Mississippi,Urban,19,Clear,Standard Pickup,1
280293,Mississippi,Urban,19,Clear,4-Door Sedan/Hardtop,1
280293,Mississippi,Urban,19,Clear,Motorcycle,1
280293,Mississippi,Urban,19,Clear,5-Door/4-Door Hatchback,1
130414,Georgia,Urban,10,Clear,Motorcycle,1
130414,Georgia,Urban,10,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
550534,Wisconsin,Urban,16,Clear,Standard Pickup,2
550534,Wisconsin,Urban,16,Clear,Station Wagon (Excluding Van and Truck-Based),2
130090,Georgia,Urban,16,Clear,Farm Equipment Other Than Trucks,1
130090,Georgia,Urban,16,Clear,4-Door Sedan/Hardtop,1
360982,New York,Urban,12,Clear,4-Door Sedan/Hardtop,1
360982,New York,Urban,12,Clear,4-Door Sedan/Hardtop,1
360984,New York,Urban,11,Clear,4-Door Sedan/Hardtop,1
360984,New York,Urban,11,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
130530,Georgia,Urban,16,Clear,Standard Pickup,1
130530,Georgia,Urban,16,Clear,Standard Pickup,1
320099,Nevada,Urban,14,Clear,"Single-Unit Straight Truck or Cab-Chassis (19,500 lbs < GVWR <=
26,000 lbs) (Since 2011)",1
320099,Nevada,Urban,14,Clear,4-Door Sedan/Hardtop,1
320099,Nevada,Urban,14,Clear,4-Door Sedan/Hardtop,1
360407,New York,Urban,16,Clear,Motorcycle,1
360407,New York,Urban,16,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
